#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Burkholderia pseudomallei MSHR305","Bacteria;Proteobacteria;Betaproteobacteria","MSHR305","SAMN02603568","PRJNA203336","GCA_000439695.1","Complete",7.42807,67.8908,"chromosome 1:NC_021877.1/CP006469.1; chromosome 2:NC_021884.1/CP006470.1",,2,7106,"2013-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/695/GCA_000439695.1_ASM43969v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/695/GCF_000439695.1_ASM43969v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR6755","SAMN05607056","PRJNA339871","GCA_001975085.1","Complete",7.30061,68.0781,"chromosome 1:NZ_CP017046.1/CP017046.1; chromosome 2:NZ_CP017047.1/CP017047.1",,2,6117,"2017-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/085/GCA_001975085.1_ASM197508v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/085/GCF_001975085.1_ASM197508v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2010007509","SAMN06007564","PRJNA352974","GCA_002111145.1","Complete",7.18608,68.1058,"chromosome 1:NZ_CP018387.1/CP018387.1; chromosome 2:NZ_CP018388.1/CP018388.1",,2,6364,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/145/GCA_002111145.1_ASM211114v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/145/GCF_002111145.1_ASM211114v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2002721171","SAMN06007556","PRJNA352974","GCA_002111345.1","Complete",7.19114,68.1061,"chromosome 1:NZ_CP018371.1/CP018371.1; chromosome 2:NZ_CP018372.1/CP018372.1",,2,6877,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/345/GCA_002111345.1_ASM211134v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/345/GCF_002111345.1_ASM211134v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","3921","SAMEA807056","PRJEB6658","GCA_000953095.1","Complete",7.16167,68.1482,"chromosome 1:NZ_LK936442.1/LK936442.1; chromosome 2:NZ_LK936443.1/LK936443.1",,2,6027,"2014-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/095/GCA_000953095.1_BP_3921g","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/095/GCF_000953095.1_BP_3921g"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","vgh16W","SAMN04009760","PRJNA294030","GCA_001277895.1","Complete",7.26681,68.0777,"chromosome 1:NZ_CP012517.1/CP012517.1; chromosome 2:NZ_CP012518.1/CP012518.1",,2,6076,"2015-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/895/GCA_001277895.1_ASM127789v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/895/GCF_001277895.1_ASM127789v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","vgh16R","SAMN04009759","PRJNA294029","GCA_001277875.1","Complete",7.26651,68.0777,"chromosome 1:NZ_CP012515.1/CP012515.1; chromosome 2:NZ_CP012516.1/CP012516.1",,2,6104,"2015-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/875/GCA_001277875.1_ASM127787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/875/GCF_001277875.1_ASM127787v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","9","SAMN02864945","PRJNA244404","GCA_003445415.1","Complete",7.19111,68.1023,"chromosome:CP008753.1; chromosome 1:NZ_CP008755.1/CP008755.1; chromosome 2:NZ_CP008754.1/CP008754.1",,2,7002,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/415/GCA_003445415.1_ASM344541v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/445/415/GCF_003445415.1_ASM344541v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2008724860","SAMN06007563","PRJNA352974","GCA_002111125.1","Complete",7.54266,67.787,"chromosome 1:NZ_CP018384.1/CP018384.1; chromosome 2:NZ_CP018386.1/CP018386.1; plasmid p1:NZ_CP018385.1/CP018385.1",,3,6666,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/125/GCA_002111125.1_ASM211112v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/125/GCF_002111125.1_ASM211112v1"
"Burkholderia pseudomallei MSHR62","Bacteria;Proteobacteria;Betaproteobacteria","MSHR62","SAMN02990927","PRJNA231467","GCA_000770395.1","Complete",7.22543,68.1653,"chromosome 1:NZ_CP009235.1/CP009235.1; chromosome 2:NZ_CP009234.1/CP009234.1",,2,6072,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/395/GCA_000770395.1_ASM77039v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/395/GCF_000770395.1_ASM77039v1"
"Burkholderia pseudomallei NCTC 13178","Bacteria;Proteobacteria;Betaproteobacteria","NCTC 13178","SAMN02641521","PRJNA178668","GCA_000511895.1","Complete",7.39136,67.9365,"chromosome I:NZ_CP004001.1/CP004001.1; chromosome II:NZ_CP004002.1/CP004002.1",,2,6563,"2013-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/895/GCA_000511895.1_ASM51189v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/895/GCF_000511895.1_ASM51189v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","982","SAMN04011951","PRJNA293915","GCA_001277975.1","Complete",7.18468,68.2076,"chromosome 1:NZ_CP012576.1/CP012576.1; chromosome 2:NZ_CP012577.1/CP012577.1",,2,6430,"2015-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/975/GCA_001277975.1_ASM127797v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/975/GCF_001277975.1_ASM127797v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2002721123","SAMN06007555","PRJNA352974","GCA_002111325.1","Complete",7.23549,68.0104,"chromosome 1:NZ_CP018369.1/CP018369.1; chromosome 2:NZ_CP018370.1/CP018370.1",,2,6403,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/325/GCA_002111325.1_ASM211132v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/325/GCF_002111325.1_ASM211132v1"
"Burkholderia pseudomallei MSHR840","Bacteria;Proteobacteria;Betaproteobacteria","MSHR840","SAMN03068727","PRJNA238264","GCA_000959185.1","Complete",7.12981,68.0923,"chromosome I:NZ_CP009474.1/CP009474.1; chromosome II:NZ_CP009473.1/CP009473.1",,2,5939,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/185/GCA_000959185.1_ASM95918v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/185/GCF_000959185.1_ASM95918v1"
"Burkholderia pseudomallei 576","Bacteria;Proteobacteria;Betaproteobacteria","576","SAMN02866333","PRJNA244408","GCA_000756185.1","Complete",7.2666,68.034,"chromosome 1:NZ_CP008777.1/CP008777.1; chromosome 2:NZ_CP008778.1/CP008778.1",,2,6089,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/185/GCA_000756185.1_ASM75618v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/185/GCF_000756185.1_ASM75618v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR1435","SAMN06473485","PRJNA321854","GCA_002843645.1","Complete",7.27833,68.0791,"chromosome 1:NZ_CP025264.1/CP025264.1; chromosome 2:NZ_CP025265.1/CP025265.1",,2,6453,"2017-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/843/645/GCA_002843645.1_ASM284364v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/645/GCF_002843645.1_ASM284364v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR1655","SAMN02866334","PRJNA244409","GCA_000756165.1","Complete",7.02795,67.9856,"chromosome 1:NZ_CP008780.1/CP008780.1; chromosome 2:NZ_CP008779.1/CP008779.1",,2,5934,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/165/GCA_000756165.1_ASM75616v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/165/GCF_000756165.1_ASM75616v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","VB3253","SAMN11774884","PRJNA543683","GCA_005853645.1","Complete",7.1805,68.0643,"chromosome 1:NZ_CP040531.1/CP040531.1; chromosome 2:NZ_CP040532.1/CP040532.1",,2,6527,"2019-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/853/645/GCA_005853645.1_ASM585364v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/853/645/GCF_005853645.1_ASM585364v1"
"Burkholderia pseudomallei HBPUB10134a","Bacteria;Proteobacteria;Betaproteobacteria","HBPUB10134a","SAMN02902608","PRJNA244525","GCA_000755925.1","Complete",7.2184,68.1217,"chromosome 1:NZ_CP008911.1/CP008911.1; chromosome 2:NZ_CP008912.1/CP008912.1",,2,6048,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/925/GCA_000755925.1_ASM75592v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/925/GCF_000755925.1_ASM75592v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","PMC2000","SAMN08120384","PRJNA420808","GCA_003547055.1","Complete",7.18712,68.165,"chromosome PMC2000.1:NZ_CP025302.1/CP025302.1; chromosome PMC2000.2:NZ_CP025303.1/CP025303.1",,2,6354,"2018-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/547/055/GCA_003547055.1_ASM354705v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/547/055/GCF_003547055.1_ASM354705v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2013746811","SAMN06007570","PRJNA352974","GCA_002111225.1","Complete",7.20086,68.1214,"chromosome 1:NZ_CP018400.1/CP018400.1; chromosome 2:NZ_CP018401.1/CP018401.1",,2,6748,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/225/GCA_002111225.1_ASM211122v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/225/GCF_002111225.1_ASM211122v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","B03","SAMN13440810","PRJNA231209","GCA_009749345.1","Complete",7.26664,68.0345,"chromosome 1:NZ_CP046584.1/CP046584.1; chromosome 2:NZ_CP046583.1/CP046583.1",,2,6221,"2019-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/749/345/GCA_009749345.1_ASM974934v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/749/345/GCF_009749345.1_ASM974934v1"
"Burkholderia pseudomallei A79A","Bacteria;Proteobacteria;Betaproteobacteria","A79A","SAMN02951655","PRJNA231210","GCA_000770535.1","Complete",7.27244,68.0346,"chromosome 1:NZ_CP009165.1/CP009165.1; chromosome 2:NZ_CP009164.1/CP009164.1",,2,6114,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/535/GCA_000770535.1_ASM77053v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/535/GCF_000770535.1_ASM77053v1"
"Burkholderia pseudomallei B03","Bacteria;Proteobacteria;Betaproteobacteria","B03","SAMN02951654","PRJNA231209","GCA_000770455.1","Complete",7.26476,68.0345,"chromosome 1:NZ_CP009151.1/CP009151.1; chromosome 2:NZ_CP009150.1/CP009150.1",,2,6114,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/455/GCA_000770455.1_ASM77045v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/455/GCF_000770455.1_ASM77045v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","FDAARGOS_592","SAMN10228572","PRJNA231221","GCA_003798265.1","Complete",7.14669,68.1635,"chromosome 1:NZ_CP033705.1/CP033705.1; chromosome 2:NZ_CP033706.1/CP033706.1",,2,6903,"2018-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/798/265/GCA_003798265.1_ASM379826v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/265/GCF_003798265.1_ASM379826v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","vgh07","SAMN03372474","PRJNA276393","GCA_000954175.1","Complete",7.04578,68.202,"chromosome 1:NZ_CP010973.1/CP010973.1; chromosome 2:NZ_CP010974.1/CP010974.1",,2,5966,"2015-03-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/954/175/GCA_000954175.1_ASM95417v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/175/GCF_000954175.1_ASM95417v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","FDAARGOS_594","SAMN10228574","PRJNA231221","GCA_003798365.1","Complete",7.18039,68.1212,"chromosome 1:NZ_CP033701.1/CP033701.1; chromosome 2:NZ_CP033702.1/CP033702.1",,2,6909,"2018-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/798/365/GCA_003798365.1_ASM379836v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/365/GCF_003798365.1_ASM379836v1"
"Burkholderia pseudomallei BPC006","Bacteria;Proteobacteria;Betaproteobacteria","BPC006","SAMN02603176","PRJNA172945","GCA_000294635.1","Complete",7.15506,68.2204,"chromosome I:NC_018527.1/CP003781.1; chromosome II:NC_018529.1/CP003782.1",,2,6924,"2012-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/294/635/GCA_000294635.1_ASM29463v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/635/GCF_000294635.1_ASM29463v1"
"Burkholderia pseudomallei NCTC 13179","Bacteria;Proteobacteria;Betaproteobacteria","NCTC 13179","SAMN02603566","PRJNA177186","GCA_000494855.1","Complete",7.33716,67.991,"chromosome I:NC_022659.1/CP003976.1; chromosome II:NC_022658.1/CP003977.1",,2,6053,"2013-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/855/GCA_000494855.1_ASM49485v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/855/GCF_000494855.1_ASM49485v1"
"Burkholderia pseudomallei 1106a","Bacteria;Proteobacteria;Betaproteobacteria","1106a","SAMN02604046","PRJNA16182","GCA_000015925.1","Complete",7.08925,68.2624,"chromosome I:NC_009076.1/CP000572.1; chromosome II:NC_009078.1/CP000573.1",,2,6285,"2007-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/925/GCA_000015925.1_ASM1592v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/925/GCF_000015925.1_ASM1592v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","VB2514","SAMN11792775","PRJNA543968","GCA_005862325.1","Complete",7.10328,67.9632,"chromosome 1:NZ_CP040551.1/CP040551.1; chromosome 2:NZ_CP040552.1/CP040552.1",,2,6433,"2019-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/862/325/GCA_005862325.1_ASM586232v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/862/325/GCF_005862325.1_ASM586232v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","D286","SAMN08120362","PRJNA420802","GCA_003547035.1","Complete",7.10231,68.207,"chromosome 1:NZ_CP025306.1/CP025306.1; chromosome 2:NZ_CP025307.1/CP025307.1",,2,6197,"2018-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/547/035/GCA_003547035.1_ASM354703v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/547/035/GCF_003547035.1_ASM354703v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Mahidol-1106a","SAMN02866341","PRJNA244417","GCA_000756125.1","Complete",7.0854,68.2625,"chromosome 1:NZ_CP008781.1/CP008781.1; chromosome 2:NZ_CP008782.1/CP008782.1",,2,5958,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/125/GCA_000756125.1_ASM75612v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/125/GCF_000756125.1_ASM75612v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","1106a","SAMN02864954","PRJNA244406","GCA_000756145.1","Complete",7.08643,68.2627,"chromosome 1:NZ_CP008758.1/CP008758.1; chromosome 2:NZ_CP008759.1/CP008759.1",,2,5940,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/145/GCA_000756145.1_ASM75614v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/145/GCF_000756145.1_ASM75614v1"
"Burkholderia pseudomallei HBPUB10303a","Bacteria;Proteobacteria;Betaproteobacteria","HBPUB10303a","SAMN02902612","PRJNA244524","GCA_000755905.1","Complete",7.17818,68.178,"chromosome 1:NZ_CP008894.1/CP008894.1; chromosome 2:NZ_CP008893.1/CP008893.1",,2,6022,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/905/GCA_000755905.1_ASM75590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/905/GCF_000755905.1_ASM75590v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","PHLS 112","SAMN02849693","PRJNA244403","GCA_000757015.2","Complete",7.20236,68.1791,"chromosome I:NZ_CP009585.1/CP009585.1; chromosome II:NZ_CP009586.1/CP009586.1",,2,6055,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/015/GCA_000757015.2_ASM75701v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/015/GCF_000757015.2_ASM75701v2"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR7929","SAMN05607057","PRJNA339871","GCA_001975065.1","Complete",7.2485,68.1354,"chromosome 1:NZ_CP017044.1/CP017044.1; chromosome 2:NZ_CP017045.1/CP017045.1",,2,6460,"2017-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/065/GCA_001975065.1_ASM197506v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/065/GCF_001975065.1_ASM197506v1"
"Burkholderia pseudomallei K42","Bacteria;Proteobacteria;Betaproteobacteria","K42","SAMN02951646","PRJNA231207","GCA_000770515.1","Complete",7.29646,67.9824,"chromosome 1:NZ_CP009162.1/CP009162.1; chromosome 2:NZ_CP009163.1/CP009163.1",,2,6111,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/515/GCA_000770515.1_ASM77051v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/515/GCF_000770515.1_ASM77051v1"
"Burkholderia pseudomallei NAU35A-3","Bacteria;Proteobacteria;Betaproteobacteria","NAU35A-3","SAMN03097381","PRJNA178677","GCA_000764575.1","Complete",7.20408,68.0804,"chromosome 1:NZ_CP004377.1/CP004377.1; chromosome 2:NZ_CP004378.1/CP004378.1",,2,6032,"2014-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/575/GCA_000764575.1_ASM76457v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/575/GCF_000764575.1_ASM76457v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap5","SAMN11191491","PRJNA528470","GCA_008728295.1","Complete",7.10654,68.2339,"chromosome 1:NZ_CP038218.1/CP038218.1; chromosome 2:NZ_CP038219.1/CP038219.1",,2,6834,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/295/GCA_008728295.1_ASM872829v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/295/GCF_008728295.1_ASM872829v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap3a","SAMN11191485","PRJNA528470","GCA_008728335.1","Complete",7.10248,68.2339,"chromosome 1:NZ_CP038222.1/CP038222.1; chromosome 2:NZ_CP038223.1/CP038223.1",,2,6839,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/335/GCA_008728335.1_ASM872833v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/335/GCF_008728335.1_ASM872833v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap1","SAMN11191480","PRJNA528470","GCA_008728375.1","Complete",7.14185,68.2348,"chromosome 1:NZ_CP038226.1/CP038226.1; chromosome 2:NZ_CP038227.1/CP038227.1",,2,6885,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/375/GCA_008728375.1_ASM872837v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/375/GCF_008728375.1_ASM872837v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap6","SAMN11191493","PRJNA528470","GCA_008728255.1","Complete",7.10439,68.2339,"chromosome 1:NZ_CP038214.1/CP038214.1; chromosome 2:NZ_CP038215.1/CP038215.1",,2,6840,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/255/GCA_008728255.1_ASM872825v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/255/GCF_008728255.1_ASM872825v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap7","SAMN11191492","PRJNA528470","GCA_008728275.1","Complete",7.0803,68.2778,"chromosome 1:NZ_CP038216.1/CP038216.1; chromosome 2:NZ_CP038217.1/CP038217.1",,2,6637,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/275/GCA_008728275.1_ASM872827v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/275/GCF_008728275.1_ASM872827v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap4","SAMN11191490","PRJNA528470","GCA_008728315.1","Complete",7.0916,68.2782,"chromosome 1:NZ_CP038220.1/CP038220.1; chromosome 2:NZ_CP038221.1/CP038221.1",,2,6830,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/315/GCA_008728315.1_ASM872831v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/315/GCF_008728315.1_ASM872831v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Yap2a","SAMN11191481","PRJNA528470","GCA_008728355.1","Complete",7.09944,68.2339,"chromosome 1:NZ_CP038224.1/CP038224.1; chromosome 2:NZ_CP038225.1/CP038225.1",,2,6845,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/355/GCA_008728355.1_ASM872835v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/355/GCF_008728355.1_ASM872835v1"
"Burkholderia pseudomallei MSHR5858","Bacteria;Proteobacteria;Betaproteobacteria","MSHR5858","SAMN02902606","PRJNA244526","GCA_000755945.1","Complete",7.07213,68.278,"chromosome 1:NZ_CP008891.1/CP008891.1; chromosome 2:NZ_CP008892.1/CP008892.1",,2,5942,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/945/GCA_000755945.1_ASM75594v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/945/GCF_000755945.1_ASM75594v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR668","SAMN03075633","PRJNA238566","GCA_000959305.1","Complete",7.04271,68.2664,"chromosome I:NZ_CP009545.1/CP009545.1; chromosome II:NZ_CP009546.1/CP009546.1",,2,5942,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/305/GCA_000959305.1_ASM95930v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/305/GCF_000959305.1_ASM95930v1"
"Burkholderia pseudomallei 668","Bacteria;Proteobacteria;Betaproteobacteria","668","SAMN02604035","PRJNA13953","GCA_000015905.1","Complete",7.0404,68.2665,"chromosome I:NC_009074.1/CP000570.1; chromosome II:NC_009075.1/CP000571.1",,2,6237,"2007-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/905/GCA_000015905.1_ASM1590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/905/GCF_000015905.1_ASM1590v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs122","SAMN11180678","PRJNA528379","GCA_004526325.1","Complete",6.98635,68.4786,"chromosome 1:NZ_CP038195.1/CP038195.1; chromosome 2:NZ_CP038194.1/CP038194.1",,2,5877,"2019-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/526/325/GCA_004526325.1_ASM452632v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/526/325/GCF_004526325.1_ASM452632v1"
