#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UA-1591","SAMN10366526","PRJNA503606","GCA_003860705.1"," Chromosome",5.35198,66.7,"chromosome:NZ_CP034195.1/CP034195.1",,1,4535,"2018-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/705/GCA_003860705.1_ASM386070v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/705/GCF_003860705.1_ASM386070v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UA-1611","SAMN10366525","PRJNA503606","GCA_003860685.1"," Chromosome",5.19569,66.8,"chromosome:NZ_CP034196.1/CP034196.1",,1,4323,"2018-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/685/GCA_003860685.1_ASM386068v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/685/GCF_003860685.1_ASM386068v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UA-1579","SAMN10366527","PRJNA503606","GCA_003860725.1"," Chromosome",5.08143,67,"chromosome:NZ_CP034194.1/CP034194.1",,1,4249,"2018-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/725/GCA_003860725.1_ASM386072v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/725/GCF_003860725.1_ASM386072v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UA-1609","SAMN10366524","PRJNA503606","GCA_003860765.1"," Chromosome",5.06805,67,"chromosome:NZ_CP034197.1/CP034197.1",,1,4224,"2018-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/765/GCA_003860765.1_ASM386076v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/765/GCF_003860765.1_ASM386076v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UA-1612","SAMN10366523","PRJNA503606","GCA_003860665.1"," Chromosome",5.00336,66.9,"chromosome:NZ_CP034198.1/CP034198.1",,1,4177,"2018-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/665/GCA_003860665.1_ASM386066v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/665/GCF_003860665.1_ASM386066v1"
"Ralstonia solanacearum FQY_4","Bacteria;Proteobacteria;Betaproteobacteria","FQY_4","SAMN02603298","PRJNA182081","GCA_000348545.1"," Chromosome",5.80525,66.792,"chromosome:NC_020799.1/CP004012.1; plasmid megaplasmid:NC_021745.1/CP004013.1",,2,4995,"2013-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/545/GCA_000348545.1_ASM34854v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/545/GCF_000348545.1_ASM34854v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T523","SAMN07436295","PRJNA396766","GCA_003595325.1"," Chromosome",5.72233,67,"chromosome:NZ_CP022702.1/CP022702.1; plasmid p10319MP:NZ_CP022703.1/CP022703.1",,2,4828,"2017-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/325/GCA_003595325.1_ASM359532v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/595/325/GCF_003595325.1_ASM359532v1"
"Ralstonia solanacearum CMR15","Bacteria;Proteobacteria;Betaproteobacteria","CMR15","SAMEA2272127","PRJEA50681","GCA_000427195.1"," Chromosome",5.59037,66.8006,"chromosome:NC_017559.1/FP885895.1; plasmid CMR15_mp:NC_017589.1/FP885896.1; plasmid pRSC35:NC_017558.1/FP885893.1",,3,4781,"2010-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/195/GCA_000427195.1_ASM42719v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/195/GCF_000427195.1_ASM42719v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","P824","SAMN08196801","PRJNA422804","GCA_003576625.1"," Chromosome",6.0093,66.0714,"chromosome CM:NZ_CP025741.1/CP025741.1; chromosome MP:NZ_CP025742.1/CP025742.1",,2,4689,"2018-09-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/576/625/GCA_003576625.1_ASM357662v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/576/625/GCF_003576625.1_ASM357662v1"
"Ralstonia solanacearum Rs-09-161","Bacteria;Proteobacteria;Betaproteobacteria","Rs-09-161","SAMN02444146","PRJNA217471","GCA_000671335.1"," Chromosome",5.75792,66.6865,"chromosome:NZ_CM002757.1/CM002757.1; plasmid unnamed1 :NZ_CM002758.1/CM002758.1","JHBO01",75,4864,"2014-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/671/335/GCA_000671335.1_RALSO161-G1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/335/GCF_000671335.1_RALSO161-G1"
"Ralstonia solanacearum Rs-10-244","Bacteria;Proteobacteria;Betaproteobacteria","Rs-10-244","SAMN02602917","PRJNA236788","GCA_000671315.1"," Chromosome",5.68831,66.8534,"chromosome:NZ_CM002755.1/CM002755.1; plasmid unnamed1 :NZ_CM002756.1/CM002756.1","JHAM01",36,4812,"2014-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/671/315/GCA_000671315.1_RALSO244-G1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/315/GCF_000671315.1_RALSO244-G1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","YC45","SAMN03765658","PRJNA286156","GCA_001267515.1","Complete",5.73291,67.0949,"chromosome:CP011997.1; plasmid unnamed:CP011998.1",,2,4621,"2015-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/515/GCA_001267515.1_ASM126751v1",
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T25","SAMN07430696","PRJNA396777","GCA_003515305.1","Complete",5.71551,67,"chromosome:CP023014.1; plasmid unnamed:CP023015.1",,2,4097,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/305/GCA_003515305.1_ASM351530v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/305/GCF_003515305.1_ASM351530v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T110","SAMN07430705","PRJNA396777","GCA_003515465.1","Complete",5.64224,67.0646,"chromosome:CP023012.1; plasmid unnamed:CP023013.1",,2,2819,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/465/GCA_003515465.1_ASM351546v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/465/GCF_003515465.1_ASM351546v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","CFBP 8695","SAMN13639769","PRJNA596809","GCA_009832805.1","Complete",5.11344,66.8064,"chromosome:CP047138.1; plasmid unnamed:CP047139.1",,2,4204,"2020-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/832/805/GCA_009832805.1_ASM983280v1",
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","CFBP 8697","SAMN13633964","PRJNA596668","GCA_009832785.1","Complete",4.89089,67.2358,"chromosome:CP047136.1; plasmid unnamed:CP047137.1",,2,4025,"2020-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/832/785/GCA_009832785.1_ASM983278v1",
"Ralstonia solanacearum CFBP2957","Bacteria;Proteobacteria;Betaproteobacteria","CFBP2957","SAMEA2272283","PRJEA50685","GCA_000197855.1"," Chromosome",3.41739,66.5,"chromosome:FP885897.1",,1,3229,"2010-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/197/855/GCA_000197855.1_ASM19785v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/197/855/GCF_000197855.1_ASM19785v1"
